file1,file2,similarity
Port_Tobacco_Creek.txt,Port_Tobacco_Creek.txt,1.0
Fort_Myers_National_Bank_Near_Haunted_Train_Tracks.txt,Fort_Myers_National_Bank_Near_Haunted_Train_Tracks.txt,1.0
Nettleton_High_School_Gym_Band_room.txt,Nettleton_High_School_Gym_Band_room.txt,1.0
Ivy_House_Inn_BampB.txt,Ivy_House_Inn_BampB.txt,1.0
Homedale_Marsing_cemetery.txt,Homedale_Marsing_cemetery.txt,1.0
Hospital_del_Sagrado_Corazón.txt,Hospital_del_Sagrado_Corazón.txt,1.0
Old_Fort_Niagara.txt,Old_Fort_Niagara.txt,1.0
River_rd.txt,River_rd.txt,1.0
Billys_Bar_and_Grill.txt,Billys_Bar_and_Grill.txt,1.0
KCS_Railroad_Tracks.txt,KCS_Railroad_Tracks.txt,1.0
Coats.txt,Coats.txt,1.0
Stevenson_middle.txt,Stevenson_middle.txt,1.0
Westland_Mall.txt,Westland_Mall.txt,1.0
Florence_Road.txt,Florence_Road.txt,1.0
The_Old_Hospital.txt,The_Old_Hospital.txt,1.0
East_Liverpool.txt,East_Liverpool.txt,1.0
Raubsville.txt,Raubsville.txt,1.0
Vineland_Elementary.txt,Vineland_Elementary.txt,1.0
Ritz_Carlton_Sarasota.txt,Ritz_Carlton_Sarasota.txt,1.0
Cornfield_Cemetery_Niccum.txt,Cornfield_Cemetery_Niccum.txt,1.0
Motorcross.txt,Motorcross.txt,1.0
Bone_Lick_Park.txt,Bone_Lick_Park.txt,1.0
Wrigley_Hill.txt,Wrigley_Hill.txt,1.0
Manual_Arts_High_School.txt,Manual_Arts_High_School.txt,1.0
Glore_Psychiatric_Museum.txt,Glore_Psychiatric_Museum.txt,1.0
University_of_Colorado.txt,University_of_Colorado.txt,1.0
Balcony_House.txt,Balcony_House.txt,1.0
Arizona_State_University.txt,Arizona_State_University.txt,1.0
Norwich_Inn.txt,Norwich_Inn.txt,1.0
Clifty_Falls_State_Park.txt,Clifty_Falls_State_Park.txt,1.0
Little_Dixie_Lake.txt,Little_Dixie_Lake.txt,1.0
Sherman.txt,Sherman.txt,1.0
Le_Sueur_County_Museum.txt,Le_Sueur_County_Museum.txt,1.0
Reinhardt_College.txt,Reinhardt_College.txt,1.0
New_Castle.txt,New_Castle.txt,1.0
Academia.txt,Academia.txt,1.0
County_Museum.txt,County_Museum.txt,1.0
West_Islip_High_School.txt,West_Islip_High_School.txt,1.0
High_School_Stage.txt,High_School_Stage.txt,1.0
Nike_site.txt,Nike_site.txt,1.0
Arvin.txt,Arvin.txt,1.0
Regency_Apartments.txt,Regency_Apartments.txt,1.0
Flatwoods.txt,Flatwoods.txt,1.0
Old_Seaview_Hospital.txt,Old_Seaview_Hospital.txt,1.0
House_of_Blue_Lights.txt,House_of_Blue_Lights.txt,1.0
Thunder_Mountain_State_Park.txt,Thunder_Mountain_State_Park.txt,1.0
Haverhill_Graveyard.txt,Haverhill_Graveyard.txt,1.0
South_Pulteney.txt,South_Pulteney.txt,1.0
Monticito_grave_yard.txt,Monticito_grave_yard.txt,1.0
Smittys_curve.txt,Smittys_curve.txt,1.0
Crosby_County_Courthouse.txt,Crosby_County_Courthouse.txt,1.0
Highland_Road_near_Lee_Drive.txt,Highland_Road_near_Lee_Drive.txt,1.0
St_Simons_Island.txt,St_Simons_Island.txt,1.0
Coy.txt,Coy.txt,1.0
The_Grey_Whale_Inn.txt,The_Grey_Whale_Inn.txt,1.0
Augustin_Inn.txt,Augustin_Inn.txt,1.0
Naturally_You.txt,Naturally_You.txt,1.0
Governors_Palace_Green.txt,Governors_Palace_Green.txt,1.0
Army_Ammunition_Plant.txt,Army_Ammunition_Plant.txt,1.0
Railroad.txt,Railroad.txt,1.0
Hummel_Park.txt,Hummel_Park.txt,1.0
AIM_School.txt,AIM_School.txt,1.0
Cranewell_Resort.txt,Cranewell_Resort.txt,1.0
